name;currency;experience;location;skills;link
Modelling & Data Science Executive-3;USD;5-10;Bengaluru;data science solutions, client relationship building, business value presentation, team development objectives, insight communication, marketing, client relationships, sales;n/a
Manager, Data Science, Solution Architect;USD;5-10;Mumbai;solution architecture strategy, data engineering frameworks, ai, ml technologies implementation, cloud environment solutions, data governance practices, algorithms, sql, security, sap bw, software engineering, python, problem solving, machine learning, nosql, dash;n/a
Data Science Manager, Product, Cloud;USD;8-12;Bengaluru;data analysis, statistical modeling, machine learning, python programming, stakeholder management, job posting, program evaluation, recruitment, workforce, communication, decision making;n/a
Senior Software Engineer - Data Science;USD;3-6;Noida/Greater Noida;generative ai development, mlops implementation, python programming, data pipeline optimization, ai model testing, action, documentation, ideas, production, prototyping, lean, innovation;n/a
Data Science Manager, Product, Cloud;USD;8-12;Bengaluru;data analysis techniques   statistical modeling expertise   machine learning proficiency   stakeholder management skills   python and sql coding, job posting, program evaluation, recruitment, workforce, communication, decision making;n/a
Data Science Manager, Product, Cloud;USD;8-12;Bengaluru;data analysis & insight, statistical modeling, machine learning, coding proficiency, stakeholder management, job posting, program evaluation, recruitment, workforce, communication, decision making;n/a
Data Science Manager, Product, Cloud;USD;10-12;Bengaluru;statistical analysis, data modeling, python programming, machine learning, stakeholder management, job posting, program evaluation, recruitment, workforce, communication, decision making;n/a
Sr Analyst II Data Science;USD;4-7;Bengaluru;data analysis  data modeling  data wrangling  report generation  statistical algorithms, data analytics, data science;n/a
Data Science Research, AI Benchmark;USD;3-5;Mexico;statistical analysis, machine learning, data modeling, python programming, sql querying, job posting, recruitment, workforce, communication;n/a
FULL STACK DATA SCIENCE ARCHITECT;USD;4-7;Gurugram;scala, erlang, artificial intelligence, docker, spring, java, devops, mqtt, python, natural language processing, machine learning, javascript, nosql, node.js, cassandra;n/a
Data Science Intern - Analytics Vidhya;USD;2-5;Gurugram;algorithms, data mining, artificial intelligence, sql, python, problem solving, machine learning;n/a
DATA SCIENCE ENGINEER,SMART MFG & AI;USD;1-3;Hyderabad/Secunderabad;data mining techniques, programming in python, data visualization tools, etl pipeline development, cloud platform usage, css, technology leadership, user interaction, storage, artificial intelligence, big data, mobile, machine learning, web technologies;n/a
Sr Analyst- Data Science and Analytics-MRM;USD;5-8;Pune;analytical problem solving, statistical programming (r), data manipulation (sql), project management, communication skills, pig, big data, python, hive, data extraction, linux, hadoop, cloud computing, machine learning;n/a
VP - Data Science, Analytics & Digital;USD;12-15;Mumbai, San Francisco, Los Angeles, Philadelphia;data analysis techniques, business intelligence solutions, sql, plsql expertise, etl, reporting tools, data warehousing design, xml, web development, html, pl, sql, oracle, .net, bi, sharepoint, database, filezilla, mvc, san, dts, asp;n/a
Data Science II, Product Analytics;USD;2-5;Gurugram;data analysis expertise, sql proficiency, a, b testing experience, statistical modeling, data visualization skills, data mining, bi, python, machine learning, messaging;n/a
Architect - Data science and Server manageability;USD;12-15;Bengaluru;cloud infrastructure, software development, containerization tools, data analysis, machine learning ops, orchestration, devops, mysql, python, nosql, cassandra, fundamentals, docker, security, postgresql, mongodb, cloud services;n/a
Architect - Data science and Server manageability;USD;1-4;Bengaluru;data science expertise, cloud infrastructure management, software development proficiency, containerization knowledge, statistical analysis skills, orchestration, devops, mysql, python, nosql, cassandra, fundamentals, docker, security, postgresql, mongodb, cloud services;n/a
Sr. Director, Data Science and AI;USD;15-18;Hyderabad/Secunderabad;ai strategy development, machine learning expertise, data science leadership, automation technologies integration, team management skills, artificial intelligence, security, director, leadership skills;n/a
Senior Technical Architect - Data Science;USD;14-20;Gurugram;data science architecture, machine learning operations, python programming expertise, technical leadership, experiment design selection, orchestration, ds, software engineering, triggers, fundamentals, bi, sql, docker, hci;n/a
Senior Digital Innovation Engineer - Data Science;USD;7-10;Chennai;data extraction analysis, statistical modeling techniques, data visualization expertise, stakeholder communication, iot solutions development, water treatment, safety, chemical engineering, industry knowledge, planning;n/a
Infogain looking for Data Science Analyst (Lead), Bangalore, India 8-11 Years Experience in Data Science;USD;8-11;Bengaluru;data science, machine learning, data analysis, microsoft fabric, power bi, dashboards, analyst, software engineering, telecom, cpg;n/a
Infogain looking for Data Science Analyst (Senior), Noida, India 6-8 Years Experience in Data Science;USD;6-8;Noida/Greater Noida;data science expertise, python proficiency, machine learning techniques, data visualization skills, statistical analysis, time series analysis, regression analysis, sql, data scientist, statistical modeling, software engineering, telecom, cpg, analyst;n/a
Infogain looking for Data Science Analyst (Senior), Noida, India 6-8 Years Experience in Data Science;USD;6-8;Noida/Greater Noida;data science expertise, python proficiency, machine learning techniques, data visualization skills, statistical analysis, time series analysis, regression analysis, sql, data scientist, statistical modeling, software engineering, telecom, cpg, analyst;n/a
Infogain looking for Data Science Analyst (Lead), Bangalore, India 8-11 Years Experience in Data Science;USD;8-11;Bengaluru;data science, machine learning, data analysis, microsoft fabric, power bi, dashboards, analyst, software engineering, telecom, cpg;n/a
Infogain looking for Data Science Analyst (Lead), Bangalore, India 8-11 Years Experience in Data Science;USD;8-11;Bengaluru;data science, machine learning, data analysis, microsoft fabric, power bi, dashboards, analyst, software engineering, telecom, cpg;n/a
Infogain looking for Data Science Analyst (Standard), Bangalore, India 4.5-6 Years Experience in Data Science;USD;4-6;Bengaluru;data science, a, b testing, python programming, big data tools, sql proficiency, artificial intelligence, software engineering, hive, telecom, hadoop, mobile;n/a
Infogain looking for Data Science Analyst (Standard), Bangalore, India 4.5-6 Years Experience in Data Science;USD;4-6;Bengaluru;data science, a, b testing, python programming, big data tools, sql proficiency, artificial intelligence, software engineering, hive, telecom, hadoop, mobile;n/a
Data Science Research, Search (English, Portuguese);USD;3-5;Brazil;data analysis techniques, statistical modeling, python programming, sql database management, research methodologies, spss, data science, software packages, sas, infrastructure, analyst, statistical analysis;n/a
Data Science Research, Search (English, Portuguese);USD;3-5;Brazil;data analytics, statistical modeling, python programming, sql querying, report generation, spss, data science, software packages, sas, infrastructure, analyst, statistical analysis;n/a
Senior Software Engineer - Data Science Engineering;USD;5-8;Pune;cloud platform expertise, data quality assurance, programming proficiency, linux operating systems, containerization technologies, python, orchestration, scala, docker, java, software engineer, software engineering;n/a
Python Developer - Data Science & ML Ops;USD;3-9;Bengaluru, Japan, Netherlands, Spain, Dallas;software engineering, machine learning, cloud infrastructure, database management, continuous integration, hive, sql, hadoop, mongodb, python, telerik, javascript;n/a
